ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
5150,Office 2016 / Office 365,Microsoft Project: Allow Trusted Locations on the network,Registry,,HKCU:\software\policies\microsoft\office\16.0\ms project\security\trusted locations,allownetworklocations,,,,,0,=,Medium
5151,Office 2016 / Office 365,Microsoft Project: Disable Trust Bar Notification for unsigned application add-ins and block them,Registry,,HKCU:\software\policies\microsoft\office\16.0\ms project\security,notbpromptunsignedaddin,,,,,1,=,Medium
5152,Office 2016 / Office 365,Microsoft Project: VBA Macro Notification Settings (Policy),Registry,,HKCU:\software\policies\microsoft\office\16.0\ms project\security,vbawarnings,,,,2,3,>=,Medium
5160,Office 2016 / Office 365,Microsoft Publisher: Publisher Automation Security Level,Registry,,HKCU:\software\policies\microsoft\office\common\security,automationsecuritypublisher,,,,,2,=,Medium
5161,Office 2016 / Office 365,Microsoft Publisher: Disable Trust Bar Notification for unsigned application add-ins,Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,notbpromptunsignedaddin,,,,,1,=,Medium
5162,Office 2016 / Office 365,Microsoft Publisher: VBA Macro Notification Settings (Policy),Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,vbawarnings,,,,2,3,>=,Medium
5170,Office 2016 / Office 365,Microsoft Visio: Allow Trusted Locations on the network,Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security\trusted locations,allownetworklocations,,,,,0,=,Medium
5171,Office 2016 / Office 365,Microsoft Visio: Block macros from running in Office files from the Internet,Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,blockcontentexecutionfrominternet,,,,,1,=,Medium
5172,Office 2016 / Office 365,Microsoft Visio: Disable Trust Bar Notification for unsigned application add-ins and block them,Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,notbpromptunsignedaddin,,,,,1,=,Medium
5173,Office 2016 / Office 365,Microsoft Visio: VBA Macro Notification Settings (Policy),Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,vbawarnings,,,,2,3,>=,Medium
5174,Office 2016 / Office 365,"Microsoft Visio: File Block Settings: Visio 2000-2002 Binary Drawings, Templates and Stencils",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security\fileblock,visio2000files,,,,,2,=,Medium
5175,Office 2016 / Office 365,"Microsoft Visio: File Block Settings: Visio 2003-2010 Binary Drawings, Templates and Stencils",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security\fileblock,visio2003files,,,,,2,=,Medium
5176,Office 2016 / Office 365,"Microsoft Visio: File Block Settings: Visio 5.0 or earlier Binary Drawings, Templates and Stencils",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security\fileblock,visio50andearlierfiles,,,,,2,=,Medium
5190,Office 2016 / Office 365,Microsoft Word: Turn off file validation,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\filevalidation,enableonload,,,,,1,=,Medium
5191,Office 2016 / Office 365,Microsoft Word: Block macros from running in Office files from the Internet,Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Word\Security,blockcontentexecutionfrominternet,,,,0,1,=,Medium
5192,Office 2016 / Office 365,Microsoft Word: Disable Trust Bar Notification for unsigned application add-ins and block them,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security,notbpromptunsignedaddin,,,,,1,=,Medium
5193,Office 2016 / Office 365,Microsoft Word: Scan encrypted macros in Word Open XML documents,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security,wordbypassencryptedmacroscan,,,,,0,=,Medium
5194,Office 2016 / Office 365,Microsoft Word: VBA Macro Notification Settings (Policy),Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Word\Security,vbawarnings,,,,2,3,>=,Medium
5195,Office 2016 / Office 365,Microsoft Word: File Block Settings: Set default file block behavior,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,openinprotectedview,,,,,0,=,Medium
5196,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word 2 and earlier binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2files,,,,,2,=,Medium
5197,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word 2000 binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2000files,,,,,2,=,Medium
5198,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word 2003 binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2003files,,,,,2,=,Medium
5199,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word 2007 and later binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2007files,,,,,2,=,Medium
5200,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word 6.0 binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word60files,,,,,2,=,Medium
5201,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word 95 binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word95files,,,,,2,=,Medium
5202,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word 97 binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word97files,,,,,2,=,Medium
5203,Office 2016 / Office 365,Microsoft Word: File Block Settings: Word XP binary documents and templates,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,wordxpfiles,,,,,2,=,Medium
5204,Office 2016 / Office 365,Microsoft Word: Do not open files from the Internet zone in Protected View,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\protectedview,disableinternetfilesinpv,,,,,0,=,Medium
5205,Office 2016 / Office 365,Microsoft Word: Do not open files in unsafe locations in Protected View,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\protectedview,disableunsafelocationsinpv,,,,,0,=,Medium
5206,Office 2016 / Office 365,Microsoft Word: Set document behavior if file validation fails (Open in Protected View),Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\filevalidation,disableeditfrompv,,,,,1,=,Medium
5207,Office 2016 / Office 365,Microsoft Word: Set document behavior if file validation fails (Allow edit in Protected View),Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\filevalidation,openinprotectedview,,,,,1,=,Medium
5208,Office 2016 / Office 365,Microsoft Word: Turn off Protected View for attachments opened from Outlook,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\protectedview,disableattachmentsinpv,,,,,0,=,Medium
5209,Office 2016 / Office 365,Microsoft Word: Allow Trusted Locations on the network,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\trusted locations,allownetworklocations,,,,,0,=,Medium
5210,Office 2016 / Office 365,Security Settings: Allow VBA to load typelib references by path from untrusted intranet locations,Registry,,HKCU:\software\policies\microsoft\vba\security,allowvbaintranetreferences,,,,,0,=,Medium
5211,Office 2016 / Office 365,Security Settings: Control how Office handles form-based sign-in prompts,Registry,,HKCU:\software\policies\microsoft\office\16.0\common,fbabehavior,,,,,1,=,Medium
5212,Office 2016 / Office 365,Security Settings: Control how Office handles form-based sign-in prompts (Hosts),Registry,,HKCU:\software\policies\microsoft\office\16.0\common,fbaenabledhosts,,,,, ,=,Medium
5213,Office 2016 / Office 365,Security Settings: Disable additional security checks on VBA library references that may refer to unsafe locations on the local machine,Registry,,HKCU:\software\policies\microsoft\vba\security,disablestrictvbarefssecurity,,,,,0,=,Medium
5214,Office 2016 / Office 365,Security Settings: Macro Runtime Scan Scope,Registry,,HKCU:\software\policies\microsoft\office\16.0\common\security,macroruntimescanscope,,,,,2,=,Medium
5217,Office 2016 / Office 365,Microsoft Project: Require that application add-ins are signed by Trusted Publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\ms project\security,requireaddinsig,,,,,1,=,Medium
5218,Office 2016 / Office 365,Microsoft Publisher: Require that application add-ins are signed by Trusted Publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,requireaddinsig,,,,,1,=,Medium
5219,Office 2016 / Office 365,Microsoft Visio: Require that application add-ins are signed by Trusted Publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,requireaddinsig,,,,,1,=,Medium
5220,Office 2016 / Office 365,Microsoft Word: Dynamic Data Exchange,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security,allowdde,,,,0,0,=,Medium
5221,Office 2016 / Office 365,Microsoft Word: Require that application add-ins are signed by Trusted Publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security,requireaddinsig,,,,,1,=,Medium
5222,Office 2016 / Office 365,Microsoft Excel: Require that application add-ins are signed by Trusted Publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,requireaddinsig,,,,,1,=,Medium
5223,Office 2016 / Office 365,Microsoft PowerPoint: Require that application add-ins are signed by Trusted Publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security,requireaddinsig,,,,,1,=,Medium
5224,Office 2016 / Office 365,Microsoft Excel: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,vbadigsigtrustedpublishers,,,,,1,=,Medium
5225,Office 2016 / Office 365,Microsoft PowerPoint: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher,Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\PowerPoint\Security,vbadigsigtrustedpublishers,,,,,1,=,Medium
5226,Office 2016 / Office 365,Microsoft Word: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher,Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Word\Security,vbadigsigtrustedpublishers,,,,,1,=,Medium
5227,Office 2016 / Office 365,Microsoft Access: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,vbadigsigtrustedpublishers,,,,,1,=,Medium
5229,Office 2016 / Office 365,Microsoft Publisher: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,vbadigsigtrustedpublishers,,,,,1,=,Medium
5230,Office 2016 / Office 365,Microsoft Visio: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher,Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,vbadigsigtrustedpublishers,,,,,1,=,Medium
5231,Office 2016 / Office 365,Microsoft Excel: Prevent Excel from running XLM macros,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,xl4macrooff,,,,,1,=,Medium
5232,Office 2016 / Office 365,Microsoft Excel: Block Excel XLL Add-ins that come from an untrusted source,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,blockxllfrominternet,,,,,1,=,Medium
5233,Office 2016 / Office 365,Security Settings: Encryption mode for Information Rights Management (IRM),Registry,,HKCU:\software\policies\microsoft\office\16.0\common\drm,compatibleencryption,,,,,1,=,Medium
5234,Office 2016 / Office 365,Microsoft Publisher: Block macros from running in Office files from the internet,Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,blockcontentexecutionfrominternet,,,,,1,=,Medium
5235,Office 2016 / Office 365,Security Settings: Allow Basic Authentication prompts from network proxies,Registry,,HKCU:\software\policies\microsoft\office\16.0\common\identity,basicauthproxybehavior,,,,,0,=,Medium
54,Administrative Templates: System,Sleep Settings: Allow network connectivity during connected-standby (on battery),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,DCSettingIndex,,,,1,0,=,Medium
55,Administrative Templates: System,Sleep Settings: Allow network connectivity during connected-standby (plugged in),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,ACSettingIndex,,,,1,0,=,Medium
58,Administrative Templates: System,Locale Services: Disallow copying of user input methods to the system account for sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Control Panel\International,BlockUserInputMethodsForSignIn,,,,0,1,=,Medium
6000,Office 2016 / Office 365,IE Security: Add-on Management (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,excel.exe,,,,,1,=,Medium
6001,Office 2016 / Office 365,IE Security: Add-on Management (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,exprwd.exe,,,,,1,=,Medium
6002,Office 2016 / Office 365,IE Security: Add-on Management (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,groove.exe,,,,,1,=,Medium
6003,Office 2016 / Office 365,IE Security: Add-on Management (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,msaccess.exe,,,,,1,=,Medium
6004,Office 2016 / Office 365,IE Security: Add-on Management (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,mse7.exe,,,,,1,=,Medium
6005,Office 2016 / Office 365,IE Security: Add-on Management (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,mspub.exe,,,,,1,=,Medium
6006,Office 2016 / Office 365,IE Security: Add-on Management (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,onenote.exe,,,,,1,=,Medium
6007,Office 2016 / Office 365,IE Security: Add-on Management (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,outlook.exe,,,,,1,=,Medium
6008,Office 2016 / Office 365,IE Security: Add-on Management (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,powerpnt.exe,,,,,1,=,Medium
6009,Office 2016 / Office 365,IE Security: Add-on Management (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,pptview.exe,,,,,1,=,Medium
6010,Office 2016 / Office 365,IE Security: Add-on Management (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,spdesign.exe,,,,,1,=,Medium
6011,Office 2016 / Office 365,IE Security: Add-on Management (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,visio.exe,,,,,1,=,Medium
6012,Office 2016 / Office 365,IE Security: Add-on Management (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,winproj.exe,,,,,1,=,Medium
6013,Office 2016 / Office 365,IE Security: Add-on Management (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management,winword.exe,,,,,1,=,Medium
6014,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,excel.exe,,,,,1,=,Medium
6015,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,exprwd.exe,,,,,1,=,Medium
6016,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,groove.exe,,,,,1,=,Medium
6017,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,msaccess.exe,,,,,1,=,Medium
6018,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,mse7.exe,,,,,1,=,Medium
6019,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,mspub.exe,,,,,1,=,Medium
6020,Office 2016 / Office 365,IE Security: Consistent Mime Handling (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,onenote.exe,,,,,1,=,Medium
6021,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,outlook.exe,,,,,1,=,Medium
6022,Office 2016 / Office 365,IE Security: Consistent Mime Handling (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,powerpnt.exe,,,,,1,=,Medium
6023,Office 2016 / Office 365,IE Security: Consistent Mime Handling (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,pptview.exe,,,,,1,=,Medium
6024,Office 2016 / Office 365,IE Security: Consistent Mime Handling (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,spdesign.exe,,,,,1,=,Medium
6025,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,visio.exe,,,,,1,=,Medium
6026,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,winproj.exe,,,,,1,=,Medium
6027,Office 2016 / Office 365,IE Security: Consistent Mime Handling (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling,winword.exe,,,,,1,=,Medium
6028,Office 2016 / Office 365,IE Security: Disable user name and password (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,excel.exe,,,,,1,=,Medium
6029,Office 2016 / Office 365,IE Security: Disable user name and password (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,exprwd.exe,,,,,1,=,Medium
6030,Office 2016 / Office 365,IE Security: Disable user name and password (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,groove.exe,,,,,1,=,Medium
6031,Office 2016 / Office 365,IE Security: Disable user name and password (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,msaccess.exe,,,,,1,=,Medium
6032,Office 2016 / Office 365,IE Security: Disable user name and password (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,mse7.exe,,,,,1,=,Medium
6033,Office 2016 / Office 365,IE Security: Disable user name and password (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,mspub.exe,,,,,1,=,Medium
6034,Office 2016 / Office 365,IE Security: Disable user name and password (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,onenote.exe,,,,,1,=,Medium
6035,Office 2016 / Office 365,IE Security: Disable user name and password (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,outlook.exe,,,,,1,=,Medium
6036,Office 2016 / Office 365,IE Security: Disable user name and password (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,powerpnt.exe,,,,,1,=,Medium
6037,Office 2016 / Office 365,IE Security: Disable user name and password (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,pptview.exe,,,,,1,=,Medium
6038,Office 2016 / Office 365,IE Security: Disable user name and password (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,spdesign.exe,,,,,1,=,Medium
6039,Office 2016 / Office 365,IE Security: Disable user name and password (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,visio.exe,,,,,1,=,Medium
6040,Office 2016 / Office 365,IE Security: Disable user name and password (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,winproj.exe,,,,,1,=,Medium
6041,Office 2016 / Office 365,IE Security: Disable user name and password (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable,winword.exe,,,,,1,=,Medium
6042,Office 2016 / Office 365,IE Security: Information Bar (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,excel.exe,,,,,1,=,Medium
6043,Office 2016 / Office 365,IE Security: Information Bar (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,exprwd.exe,,,,,1,=,Medium
6044,Office 2016 / Office 365,IE Security: Information Bar (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,groove.exe,,,,,1,=,Medium
6045,Office 2016 / Office 365,IE Security: Information Bar (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,msaccess.exe,,,,,1,=,Medium
6046,Office 2016 / Office 365,IE Security: Information Bar (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,mse7.exe,,,,,1,=,Medium
6047,Office 2016 / Office 365,IE Security: Information Bar (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,mspub.exe,,,,,1,=,Medium
6048,Office 2016 / Office 365,IE Security: Information Bar (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,onenote.exe,,,,,1,=,Medium
6049,Office 2016 / Office 365,IE Security: Information Bar (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,outlook.exe,,,,,1,=,Medium
6050,Office 2016 / Office 365,IE Security: Information Bar (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,powerpnt.exe,,,,,1,=,Medium
6051,Office 2016 / Office 365,IE Security: Information Bar (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,pptview.exe,,,,,1,=,Medium
6052,Office 2016 / Office 365,IE Security: Information Bar (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,spdesign.exe,,,,,1,=,Medium
6053,Office 2016 / Office 365,IE Security: Information Bar (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,visio.exe,,,,,1,=,Medium
6054,Office 2016 / Office 365,IE Security: Information Bar (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,winproj.exe,,,,,1,=,Medium
6055,Office 2016 / Office 365,IE Security: Information Bar (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband,winword.exe,,,,,1,=,Medium
6056,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,excel.exe,,,,,1,=,Medium
6057,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,exprwd.exe,,,,,1,=,Medium
6058,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,groove.exe,,,,,1,=,Medium
6059,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,msaccess.exe,,,,,1,=,Medium
6060,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,mse7.exe,,,,,1,=,Medium
6061,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,mspub.exe,,,,,1,=,Medium
6062,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,onenote.exe,,,,,1,=,Medium
6063,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,outlook.exe,,,,,1,=,Medium
6064,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,powerpnt.exe,,,,,1,=,Medium
6065,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,pptview.exe,,,,,1,=,Medium
6066,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,spdesign.exe,,,,,1,=,Medium
6067,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,visio.exe,,,,,1,=,Medium
6068,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,winproj.exe,,,,,1,=,Medium
6069,Office 2016 / Office 365,IE Security: Local Machine Zone Lockdown Security (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown,winword.exe,,,,,1,=,Medium
6070,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,excel.exe,,,,,1,=,Medium
6071,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,exprwd.exe,,,,,1,=,Medium
6072,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,groove.exe,,,,,1,=,Medium
6073,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,msaccess.exe,,,,,1,=,Medium
6074,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,mse7.exe,,,,,1,=,Medium
6075,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,mspub.exe,,,,,1,=,Medium
6076,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,onenote.exe,,,,,1,=,Medium
6077,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,outlook.exe,,,,,1,=,Medium
6078,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,powerpnt.exe,,,,,1,=,Medium
6079,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,pptview.exe,,,,,1,=,Medium
